countrycode,date,confirmed,deceased,recovered
NZ,2020-04-21,1445,13,0
NP,2020-04-21,43,0,1
PL,2020-04-21,9856,401,13
NL,2020-04-21,34317,3929,3
NO,2020-04-21,7191,182,6
MZ,2020-04-21,39,0,0
NA,2020-04-21,16,0,0
NE,2020-04-21,657,20,0
MY,2020-04-21,5482,92,139
NG,2020-04-21,665,22,2
NI,2020-04-21,10,2,0
FR,2020-04-22,157125,21209,2201
GM,2020-04-22,10,1,0
GH,2020-04-22,1154,9,0
GE,2020-04-22,416,5,3
GD,2020-04-22,15,0,0
DO,2020-04-22,5300,260,0
GQ,2020-04-22,84,1,0
GA,2020-04-22,166,1,0
GN,2020-04-22,761,6,0
FJ,2020-04-22,18,0,0
ER,2020-04-22,39,0,0
ET,2020-04-22,116,3,0
ES,2020-04-22,208389,20268,2575
EH,2020-04-22,6,0,0
EG,2020-04-22,3659,276,56
EE,2020-04-22,1559,44,4
EC,2020-04-22,10850,537,3
GR,2020-04-22,2408,121,19
DZ,2020-04-22,2910,402,65
DP,2020-04-22,712,13,587
FI,2020-04-22,4129,149,10
GT,2020-04-22,316,8,0
IL,2020-04-22,14498,189,37
GY,2020-04-22,67,7,0
DM,2020-04-22,16,0,0
KR,2020-04-22,10694,238,3166
KN,2020-04-22,15,0,0
KH,2020-04-22,122,0,2
KG,2020-04-22,612,7,0
KE,2020-04-22,303,14,0
JP,2020-04-22,11512,281,235
JO,2020-04-22,435,7,1
JM,2020-04-22,233,6,2
GW,2020-04-22,50,0,0
IT,2020-04-22,187327,25085,7024
IR,2020-04-22,85996,5391,7913
IQ,2020-04-22,1631,83,57
IN,2020-04-22,21370,681,24
IE,2020-04-22,16671,769,5
ID,2020-04-22,7418,635,30
HU,2020-04-22,2168,225,16
HT,2020-04-22,62,4,0
HR,2020-04-22,1950,48,5
HN,2020-04-22,510,46,0
IS,2020-04-22,1785,10,5
DK,2020-04-22,8108,384,15
QA,2020-04-22,7141,10,33
DE,2020-04-22,150062,5250,266
BI,2020-04-22,11,1,0
BH,2020-04-22,2027,7,160
BG,2020-04-22,1024,49,3
BF,2020-04-22,609,39,5
BE,2020-04-22,41889,6262,340
BD,2020-04-22,3772,120,3
BB,2020-04-22,75,5,0
BA,2020-04-22,1368,53,2
AZ,2020-04-22,1518,20,11
BJ,2020-04-22,54,1,0
AU,2020-04-22,6547,67,119
AR,2020-04-22,3144,152,27
AO,2020-04-22,25,2,0
AM,2020-04-22,1473,24,2
AL,2020-04-22,634,27,2
AG,2020-04-22,24,3,0
AF,2020-04-22,1176,40,1
KW,2020-04-22,2248,13,30
AE,2020-04-22,8238,52,38
AD,2020-04-22,723,37,1
AT,2020-04-22,14925,510,9
DJ,2020-04-22,974,2,0
BN,2020-04-22,138,1,2
BR,2020-04-22,45757,2906,2
CZ,2020-04-22,7087,208,6
CY,2020-04-22,790,13,3
CV,2020-04-22,73,1,0
CU,2020-04-22,1189,40,0
CR,2020-04-22,681,6,2
CO,2020-04-22,4356,206,3
CN,2020-04-22,83868,4636,72819
CM,2020-04-22,1163,43,2
CL,2020-04-22,11296,160,8
BO,2020-04-22,609,37,0
CI,2020-04-22,952,14,2
CG,2020-04-22,186,6,0
CF,2020-04-22,14,0,0
CD,2020-04-22,359,25,0
CA,2020-04-22,41327,2072,0
BZ,2020-04-22,18,2,0
BY,2020-04-22,7281,58,15
BW,2020-04-22,22,1,0
BT,2020-04-22,6,0,0
BS,2020-04-22,65,9,0
CH,2020-04-22,28268,1509,131
KZ,2020-04-22,2135,19,0
TH,2020-04-22,2826,49,52
LB,2020-04-22,682,22,8
LA,2020-04-22,19,0,0
SV,2020-04-22,237,7,0
ST,2020-04-22,4,0,0
SS,2020-04-22,4,0,0
SR,2020-04-22,10,1,0
SO,2020-04-22,286,8,0
SN,2020-04-22,442,6,5
SM,2020-04-22,488,40,4
SL,2020-04-22,61,0,0
SK,2020-04-22,1244,14,7
SI,2020-04-22,1353,79,0
SG,2020-04-22,10141,12,144
SE,2020-04-22,16004,1937,16
SD,2020-04-22,140,13,0
SC,2020-04-22,11,0,0
SA,2020-04-22,12772,114,17
RW,2020-04-22,153,0,0
RU,2020-04-22,57999,513,16
RS,2020-04-22,6630,125,2
SZ,2020-04-22,31,1,0
TD,2020-04-22,33,0,0
TG,2020-04-22,88,6,0
TL,2020-04-22,23,0,0
GB,2020-04-22,133495,21060,135
ZW,2020-04-22,28,3,0
ZM,2020-04-22,74,3,0
ZA,2020-04-22,3635,65,2
YE,2020-04-22,1,0,0
XK,2020-04-22,510,12,0
VN,2020-04-22,268,0,17
VE,2020-04-22,288,10,15
VC,2020-04-22,13,0,0
RO,2020-04-22,9710,524,64
VA,2020-04-22,9,0,0
UY,2020-04-22,543,12,0
US,2020-04-22,837947,46497,0
UG,2020-04-22,63,0,0
UA,2020-04-22,6592,174,1
TZ,2020-04-22,284,10,0
TW,2020-04-22,426,6,28
TT,2020-04-22,115,8,0
TR,2020-04-22,98674,2376,0
TN,2020-04-22,909,38,1
UZ,2020-04-22,1716,7,0
PY,2020-04-22,213,9,0
SY,2020-04-22,42,3,0
LI,2020-04-22,81,1,0
MT,2020-04-22,444,3,2
MSZ,2020-04-22,9,2,0
MR,2020-04-22,7,1,0
MN,2020-04-22,35,0,0
MM,2020-04-22,123,5,0
ML,2020-04-22,293,17,0
MG,2020-04-22,121,0,0
ME,2020-04-22,315,5,0
MD,2020-04-22,2778,75,2
MC,2020-04-22,94,3,1
MA,2020-04-22,3446,149,3
LY,2020-04-22,59,1,0
LV,2020-04-22,761,11,1
LU,2020-04-22,3654,80,6
LT,2020-04-22,1370,38,1
LR,2020-04-22,101,8,0
LK,2020-04-22,330,7,3
PT,2020-04-22,21982,785,5
LC,2020-04-22,15,0,0
MU,2020-04-22,329,9,0
MV,2020-04-22,86,0,3
MK,2020-04-22,1259,56,1
MX,2020-04-22,9501,857,4
PS,2020-04-22,474,4,16
PL,2020-04-22,10169,426,13
MW,2020-04-22,23,3,0
PH,2020-04-22,6710,446,18
PG,2020-04-22,8,0,0
PE,2020-04-22,19250,530,1
PA,2020-04-22,4821,141,1
OM,2020-04-22,1614,8,17
NZ,2020-04-22,1451,14,0
NP,2020-04-22,45,0,1
PK,2020-04-22,10076,212,13
NL,2020-04-22,35032,4068,3
NO,2020-04-22,7275,187,6
MY,2020-04-22,5532,93,139
NA,2020-04-22,16,0,0
NE,2020-04-22,662,22,0
MZ,2020-04-22,41,0,0
NI,2020-04-22,10,2,0
NG,2020-04-22,782,25,2
GM,2020-04-23,10,1,0
FJ,2020-04-23,18,0,0
GN,2020-04-23,862,6,0
GH,2020-04-23,1154,9,0
GE,2020-04-23,425,5,3
GD,2020-04-23,15,0,0
GA,2020-04-23,167,2,0
GQ,2020-04-23,84,1,0
FR,2020-04-23,159460,21721,2201
FI,2020-04-23,4284,172,10
EG,2020-04-23,3891,287,56
ES,2020-04-23,213024,20679,2575
EH,2020-04-23,6,0,0
EE,2020-04-23,1592,45,4
EC,2020-04-23,11183,560,3
DP,2020-04-23,712,13,587
DZ,2020-04-23,3007,407,65
DO,2020-04-23,5543,265,0
GR,2020-04-23,2463,125,19
DM,2020-04-23,16,0,0
ET,2020-04-23,116,3,0
GT,2020-04-23,342,10,0
KR,2020-04-23,10702,240,3166
GY,2020-04-23,67,7,0
KH,2020-04-23,122,0,2
KN,2020-04-23,15,0,0
DK,2020-04-23,8271,394,15
KW,2020-04-23,2399,14,30
KG,2020-04-23,631,8,0
KE,2020-04-23,320,14,0
JP,2020-04-23,11950,299,235
JO,2020-04-23,437,7,1
JM,2020-04-23,252,6,2
GW,2020-04-23,50,0,0
IT,2020-04-23,189973,25549,7024
IR,2020-04-23,87026,5481,7913
IQ,2020-04-23,1677,83,57
IN,2020-04-23,23039,721,24
IL,2020-04-23,14803,192,37
IE,2020-04-23,17607,794,5
HU,2020-04-23,2284,239,16
HT,2020-04-23,62,4,0
HR,2020-04-23,1981,50,5
HN,2020-04-23,519,47,0
IS,2020-04-23,1789,10,5
DJ,2020-04-23,986,2,0
ER,2020-04-23,39,0,0
CZ,2020-04-23,7187,210,6
BH,2020-04-23,2217,8,160
BG,2020-04-23,1097,52,3
BF,2020-04-23,609,39,5
BE,2020-04-23,42797,6490,340
BD,2020-04-23,4186,127,3
BB,2020-04-23,76,6,0
BA,2020-04-23,1413,54,2
AZ,2020-04-23,1548,20,11
AU,2020-04-23,6661,75,119
BI,2020-04-23,11,1,0
AT,2020-04-23,15002,522,9
AO,2020-04-23,25,2,0
AM,2020-04-23,1523,24,2
AL,2020-04-23,663,27,2
AG,2020-04-23,24,3,0
AF,2020-04-23,1279,42,1
AE,2020-04-23,8756,56,38
AD,2020-04-23,723,37,1
KZ,2020-04-23,2289,20,0
GB,2020-04-23,138078,21787,135
AR,2020-04-23,3288,159,27
DE,2020-04-23,153129,5575,266
BJ,2020-04-23,54,1,0
BO,2020-04-23,672,40,0
CY,2020-04-23,795,13,3
CV,2020-04-23,82,1,0
CU,2020-04-23,1235,43,0
CR,2020-04-23,686,6,2
CO,2020-04-23,4561,215,3
CN,2020-04-23,83878,4636,72819
CM,2020-04-23,1334,43,2
CL,2020-04-23,11812,168,8
CI,2020-04-23,1004,14,2
BN,2020-04-23,138,1,2
CH,2020-04-23,28496,1549,131
CF,2020-04-23,16,0,0
CD,2020-04-23,377,25,0
CA,2020-04-23,43252,2238,0
BZ,2020-04-23,18,2,0
BY,2020-04-23,8022,60,15
BW,2020-04-23,22,1,0
BT,2020-04-23,7,0,0
BS,2020-04-23,72,11,0
BR,2020-04-23,49492,3313,2
CG,2020-04-23,186,6,0
LA,2020-04-23,19,0,0
ID,2020-04-23,7775,647,30
LC,2020-04-23,15,0,0
SY,2020-04-23,42,3,0
SV,2020-04-23,250,8,0
ST,2020-04-23,4,0,0
SS,2020-04-23,4,0,0
SR,2020-04-23,10,1,0
SO,2020-04-23,328,16,0
SN,2020-04-23,479,6,5
SM,2020-04-23,501,40,4
SL,2020-04-23,64,1,0
SZ,2020-04-23,31,1,0
SK,2020-04-23,1325,15,7
SG,2020-04-23,11178,12,144
SE,2020-04-23,16755,2021,16
SD,2020-04-23,162,13,0
SC,2020-04-23,11,0,0
SA,2020-04-23,13930,121,17
RW,2020-04-23,154,0,0
RU,2020-04-23,62773,555,16
RS,2020-04-23,6630,125,2
RO,2020-04-23,10096,545,64
SI,2020-04-23,1366,79,0
QA,2020-04-23,7764,10,33
TD,2020-04-23,33,0,0
TH,2020-04-23,2839,50,52
LB,2020-04-23,688,22,8
ZW,2020-04-23,28,4,0
ZA,2020-04-23,3953,75,2
YE,2020-04-23,1,0,0
XK,2020-04-23,510,12,0
VN,2020-04-23,268,0,17
VE,2020-04-23,298,10,15
VC,2020-04-23,13,0,0
VA,2020-04-23,9,0,0
TG,2020-04-23,88,6,0
UZ,2020-04-23,1758,7,0
US,2020-04-23,866646,49759,0
UG,2020-04-23,74,0,0
UA,2020-04-23,7170,187,1
TZ,2020-04-23,284,10,0
TW,2020-04-23,427,6,28
TT,2020-04-23,115,8,0
TR,2020-04-23,101790,2491,0
TN,2020-04-23,918,38,1
TL,2020-04-23,23,0,0
UY,2020-04-23,549,12,0
PY,2020-04-23,213,9,0
ZM,2020-04-23,76,3,0
PS,2020-04-23,480,4,16
MT,2020-04-23,445,3,2
MSZ,2020-04-23,9,2,0
MR,2020-04-23,7,1,0
MN,2020-04-23,35,0,0
MM,2020-04-23,132,5,0
MK,2020-04-23,1300,56,1
MG,2020-04-23,121,0,0
ME,2020-04-23,316,5,0
MD,2020-04-23,2926,80,2
MC,2020-04-23,94,4,1
MA,2020-04-23,3568,155,3
LY,2020-04-23,60,1,0
LV,2020-04-23,778,11,1
LU,2020-04-23,3665,83,6
LT,2020-04-23,1398,40,1
LR,2020-04-23,101,8,0
LK,2020-04-23,368,7,3
LI,2020-04-23,81,1,0
PT,2020-04-23,22353,820,5
MU,2020-04-23,331,9,0
MV,2020-04-23,108,0,3
ML,2020-04-23,309,21,0
MX,2020-04-23,10544,970,4
PL,2020-04-23,10511,454,13
PK,2020-04-23,11057,235,13
PH,2020-04-23,6981,462,18
MW,2020-04-23,33,3,0
PE,2020-04-23,20914,572,1
PA,2020-04-23,4992,144,1
OM,2020-04-23,1716,9,17
NZ,2020-04-23,1451,16,0
NP,2020-04-23,48,0,1
NO,2020-04-23,7361,193,6
PG,2020-04-23,8,0,0
NL,2020-04-23,35921,4192,3
NI,2020-04-23,11,3,0
NG,2020-04-23,981,31,2
MY,2020-04-23,5603,95,139
NE,2020-04-23,662,22,0
NA,2020-04-23,16,0,0
MZ,2020-04-23,46,0,0
GQ,2020-04-24,214,1,0
GN,2020-04-24,862,6,0
GM,2020-04-24,10,1,0
GH,2020-04-24,1279,10,0
GE,2020-04-24,444,5,3
GD,2020-04-24,15,0,0
GA,2020-04-24,172,3,0
FR,2020-04-24,159495,22107,2201
ET,2020-04-24,117,3,0
FI,2020-04-24,4395,177,10
EC,2020-04-24,22719,576,3
ES,2020-04-24,202990,21021,2575
ER,2020-04-24,39,0,0
EH,2020-04-24,6,0,0
EG,2020-04-24,4092,294,56
DP,2020-04-24,712,13,587
EE,2020-04-24,1605,46,4
GR,2020-04-24,2490,130,19
DZ,2020-04-24,3127,415,65
FJ,2020-04-24,18,0,0
GT,2020-04-24,384,11,0
KG,2020-04-24,656,8,0
GY,2020-04-24,73,7,0
KW,2020-04-24,2614,15,30
KR,2020-04-24,10708,240,3166
KN,2020-04-24,15,0,0
KH,2020-04-24,122,0,2
DO,2020-04-24,5749,267,0
KE,2020-04-24,336,14,0
JP,2020-04-24,12368,328,235
JO,2020-04-24,441,7,1
JM,2020-04-24,257,6,2
IT,2020-04-24,192994,25969,7024
IS,2020-04-24,1789,10,5
IR,2020-04-24,88194,5574,7913
IQ,2020-04-24,1708,86,57
IN,2020-04-24,24447,780,24
IL,2020-04-24,15058,194,37
IE,2020-04-24,18184,1014,5
ID,2020-04-24,8211,689,30
HU,2020-04-24,2383,250,16
HT,2020-04-24,72,5,0
HR,2020-04-24,2009,51,5
HN,2020-04-24,562,47,0
GW,2020-04-24,50,0,0
DM,2020-04-24,16,0,0
BW,2020-04-24,22,1,0
DJ,2020-04-24,999,2,0
BH,2020-04-24,2506,8,160
BG,2020-04-24,1188,54,3
BF,2020-04-24,616,41,5
BE,2020-04-24,44293,6679,340
BD,2020-04-24,4689,131,3
BB,2020-04-24,76,6,0
BA,2020-04-24,1421,55,2
AZ,2020-04-24,1592,21,11
AU,2020-04-24,6661,75,119
BI,2020-04-24,11,1,0
AT,2020-04-24,15071,530,9
AO,2020-04-24,25,2,0
AM,2020-04-24,1596,27,2
AL,2020-04-24,678,27,2
AG,2020-04-24,24,3,0
KZ,2020-04-24,2416,25,0
GB,2020-04-24,143464,22792,135
AD,2020-04-24,731,40,1
AE,2020-04-24,9281,64,38
AF,2020-04-24,1351,43,1
AR,2020-04-24,3435,167,27
DK,2020-04-24,8408,403,15
BJ,2020-04-24,54,1,0
BO,2020-04-24,703,43,0
DE,2020-04-24,154545,5723,266
CZ,2020-04-24,7236,214,6
CY,2020-04-24,804,14,3
CV,2020-04-24,88,1,0
CU,2020-04-24,1285,49,0
CR,2020-04-24,686,6,2
CO,2020-04-24,4561,215,3
CN,2020-04-24,83885,4636,72819
CM,2020-04-24,1430,43,2
BN,2020-04-24,138,1,2
CL,2020-04-24,12306,174,8
CH,2020-04-24,28677,1589,131
CF,2020-04-24,16,0,0
CD,2020-04-24,394,25,0
CA,2020-04-24,44526,2385,0
BZ,2020-04-24,18,2,0
BY,2020-04-24,8773,63,15
BT,2020-04-24,7,0,0
BS,2020-04-24,72,11,0
BR,2020-04-24,52995,3670,2
CI,2020-04-24,1004,14,2
LA,2020-04-24,19,0,0
CG,2020-04-24,186,6,0
LC,2020-04-24,15,0,0
SY,2020-04-24,42,3,0
SV,2020-04-24,261,8,0
ST,2020-04-24,4,0,0
SS,2020-04-24,5,0,0
SR,2020-04-24,10,1,0
SO,2020-04-24,328,16,0
SN,2020-04-24,545,7,5
SM,2020-04-24,513,40,4
SL,2020-04-24,82,2,0
SK,2020-04-24,1360,17,7
SI,2020-04-24,1373,80,0
SG,2020-04-24,12075,12,144
SE,2020-04-24,17567,2152,16
SD,2020-04-24,174,16,0
SC,2020-04-24,11,0,0
SA,2020-04-24,15102,127,17
RW,2020-04-24,154,0,0
RU,2020-04-24,68622,615,16
RS,2020-04-24,6630,125,2
TD,2020-04-24,40,0,0
TG,2020-04-24,90,6,0
TH,2020-04-24,2854,50,52
TL,2020-04-24,23,0,0
LB,2020-04-24,696,22,8
ZW,2020-04-24,29,4,0
ZM,2020-04-24,84,3,0
ZA,2020-04-24,4220,79,2
YE,2020-04-24,1,0,0
XK,2020-04-24,510,12,0
VN,2020-04-24,270,0,17
VE,2020-04-24,318,10,15
VC,2020-04-24,14,0,0
RO,2020-04-24,10417,567,64
VA,2020-04-24,9,0,0
UY,2020-04-24,557,12,0
US,2020-04-24,890524,51017,0
UG,2020-04-24,74,0,0
UA,2020-04-24,7647,193,1
TZ,2020-04-24,284,10,0
TW,2020-04-24,428,6,28
TT,2020-04-24,115,8,0
TR,2020-04-24,104912,2600,0
TN,2020-04-24,918,38,1
UZ,2020-04-24,1804,8,0
QA,2020-04-24,8525,10,33
SZ,2020-04-24,36,1,0
PT,2020-04-24,22797,854,5
MU,2020-04-24,331,9,0
MT,2020-04-24,447,3,2
MSZ,2020-04-24,9,2,0
MR,2020-04-24,7,1,0
MN,2020-04-24,36,0,0
MM,2020-04-24,144,5,0
MK,2020-04-24,1326,57,1
MG,2020-04-24,122,0,0
ME,2020-04-24,319,6,0
MV,2020-04-24,116,0,3
MD,2020-04-24,3110,84,2
MA,2020-04-24,3758,158,3
LY,2020-04-24,60,2,0
LV,2020-04-24,784,12,1
LU,2020-04-24,3695,85,6
LT,2020-04-24,1410,40,1
LR,2020-04-24,117,8,0
LK,2020-04-24,417,7,3
PY,2020-04-24,220,9,0
LI,2020-04-24,81,1,0
MC,2020-04-24,94,4,1
MW,2020-04-24,33,3,0
ML,2020-04-24,309,21,0
MY,2020-04-24,5691,96,139
PS,2020-04-24,484,4,16
PL,2020-04-24,10892,494,13
MX,2020-04-24,11633,1069,4
PH,2020-04-24,7192,477,18
PG,2020-04-24,8,0,0
PE,2020-04-24,21648,634,1
PA,2020-04-24,5166,146,1
OM,2020-04-24,1790,10,17
NZ,2020-04-24,1456,17,0
PK,2020-04-24,11940,253,13
NA,2020-04-24,16,0,0
NO,2020-04-24,7444,199,6
NL,2020-04-24,36727,4304,3
NP,2020-04-24,49,0,1
NI,2020-04-24,11,3,0
NG,2020-04-24,981,31,2
NE,2020-04-24,671,24,0
MZ,2020-04-24,65,0,0
GD,2020-04-25,18,0,0
GE,2020-04-25,456,5,3
GH,2020-04-25,1279,10,0
DZ,2020-04-25,3256,419,65
GN,2020-04-25,996,7,0
GA,2020-04-25,172,3,0
EC,2020-04-25,22719,576,3
GQ,2020-04-25,214,1,0
GM,2020-04-25,10,1,0
FR,2020-04-25,159957,22474,2201
ES,2020-04-25,205905,21374,2575
FI,2020-04-25,4475,186,10
ET,2020-04-25,122,3,0
ER,2020-04-25,39,0,0
EH,2020-04-25,6,0,0
EG,2020-04-25,4319,307,56
EE,2020-04-25,1635,46,4
GR,2020-04-25,2506,130,19
DP,2020-04-25,712,13,587
FJ,2020-04-25,18,0,0
GT,2020-04-25,430,11,0
KN,2020-04-25,15,0,0
GY,2020-04-25,73,7,0
KR,2020-04-25,10718,240,3166
KW,2020-04-25,2892,19,30
DO,2020-04-25,5926,273,0
KH,2020-04-25,122,0,2
KG,2020-04-25,665,8,0
KE,2020-04-25,343,14,0
JP,2020-04-25,12829,345,235
JO,2020-04-25,444,7,1
JM,2020-04-25,288,7,2
IT,2020-04-25,195351,26384,7024
IS,2020-04-25,1790,10,5
IR,2020-04-25,89328,5650,7913
IQ,2020-04-25,1763,86,57
IN,2020-04-25,26283,825,24
IL,2020-04-25,15298,199,37
IE,2020-04-25,18561,1063,5
ID,2020-04-25,8607,720,30
HU,2020-04-25,2443,262,16
HT,2020-04-25,72,6,0
HR,2020-04-25,2016,54,5
HN,2020-04-25,591,55,0
GW,2020-04-25,52,0,0
DM,2020-04-25,16,0,0
AF,2020-04-25,1463,47,1
DJ,2020-04-25,1008,2,0
BI,2020-04-25,11,1,0
BH,2020-04-25,2588,8,160
BG,2020-04-25,1247,55,3
BF,2020-04-25,629,41,5
BE,2020-04-25,45325,6917,340
BD,2020-04-25,4998,140,3
BB,2020-04-25,77,6,0
BA,2020-04-25,1486,57,2
AZ,2020-04-25,1617,21,11
BJ,2020-04-25,54,1,0
AU,2020-04-25,6677,79,119
AR,2020-04-25,3607,179,27
AO,2020-04-25,25,2,0
AM,2020-04-25,1677,28,2
AL,2020-04-25,712,27,2
AG,2020-04-25,24,3,0
KZ,2020-04-25,2601,25,0
AE,2020-04-25,9813,71,38
AD,2020-04-25,738,40,1
GB,2020-04-25,148377,23635,135
AT,2020-04-25,15148,536,9
BN,2020-04-25,138,1,2
BO,2020-04-25,807,44,0
BR,2020-04-25,58616,4016,2
DE,2020-04-25,156418,5873,266
CZ,2020-04-25,7333,218,6
CY,2020-04-25,810,14,3
CV,2020-04-25,90,1,0
CU,2020-04-25,1337,51,0
CR,2020-04-25,693,6,2
CO,2020-04-25,5142,233,3
CN,2020-04-25,83901,4636,72819
CM,2020-04-25,1518,53,2
CL,2020-04-25,12858,181,8
CI,2020-04-25,1077,14,2
CH,2020-04-25,28894,1599,131
CG,2020-04-25,200,6,0
CF,2020-04-25,16,0,0
CD,2020-04-25,416,28,0
CA,2020-04-25,45490,2546,0
BZ,2020-04-25,18,2,0
BY,2020-04-25,9590,67,15
BW,2020-04-25,22,1,0
BT,2020-04-25,7,0,0
BS,2020-04-25,73,11,0
DK,2020-04-25,8643,418,15
LA,2020-04-25,19,0,0
NG,2020-04-25,1095,32,2
LC,2020-04-25,15,0,0
SZ,2020-04-25,56,1,0
SY,2020-04-25,42,3,0
SV,2020-04-25,274,8,0
LB,2020-04-25,704,24,8
SS,2020-04-25,5,0,0
SR,2020-04-25,10,1,0
SO,2020-04-25,390,18,0
SN,2020-04-25,614,7,5
SM,2020-04-25,513,40,4
SL,2020-04-25,82,2,0
SK,2020-04-25,1373,17,7
SI,2020-04-25,1388,81,0
SG,2020-04-25,12693,12,144
SE,2020-04-25,18177,2192,16
SD,2020-04-25,213,17,0
SC,2020-04-25,11,0,0
SA,2020-04-25,16299,136,17
RW,2020-04-25,183,0,0
RU,2020-04-25,74588,681,16
TD,2020-04-25,46,0,0
RS,2020-04-25,6630,125,2
TG,2020-04-25,96,6,0
TL,2020-04-25,24,0,0
ZW,2020-04-25,29,4,0
ZM,2020-04-25,84,3,0
ZA,2020-04-25,4361,86,2
YE,2020-04-25,1,0,0
XK,2020-04-25,510,12,0
VN,2020-04-25,270,0,17
VE,2020-04-25,318,10,15
VC,2020-04-25,14,0,0
VA,2020-04-25,9,0,0
UZ,2020-04-25,1862,8,0
UY,2020-04-25,563,12,0
US,2020-04-25,933933,53449,0
UG,2020-04-25,75,0,0
UA,2020-04-25,8125,201,1
TZ,2020-04-25,299,10,0
TW,2020-04-25,429,6,28
TT,2020-04-25,115,8,0
TR,2020-04-25,107773,2706,0
TN,2020-04-25,939,38,1
TH,2020-04-25,2907,51,52
RO,2020-04-25,10635,601,64
ST,2020-04-25,4,0,0
PY,2020-04-25,223,9,0
MT,2020-04-25,448,4,2
MSZ,2020-04-25,9,2,0
MR,2020-04-25,7,1,0
MN,2020-04-25,37,0,0
MM,2020-04-25,144,5,0
ML,2020-04-25,370,21,0
MK,2020-04-25,1367,59,1
MG,2020-04-25,123,0,0
ME,2020-04-25,320,6,0
MD,2020-04-25,3304,94,2
MC,2020-04-25,94,4,1
MA,2020-04-25,3897,159,3
LY,2020-04-25,61,2,0
LV,2020-04-25,804,12,1
LU,2020-04-25,3711,85,6
QA,2020-04-25,9358,10,33
LR,2020-04-25,120,11,0
LK,2020-04-25,452,7,3
LI,2020-04-25,81,1,0
MU,2020-04-25,331,9,0
MV,2020-04-25,141,0,3
LT,2020-04-25,1426,41,1
MX,2020-04-25,12872,1221,4
MW,2020-04-25,33,3,0
PT,2020-04-25,23392,880,5
PS,2020-04-25,495,4,16
PK,2020-04-25,12644,268,13
PH,2020-04-25,7294,494,18
PG,2020-04-25,8,0,0
PE,2020-04-25,25331,700,1
PA,2020-04-25,5338,154,1
OM,2020-04-25,1905,10,17
PL,2020-04-25,11273,524,13
NA,2020-04-25,16,0,0
NZ,2020-04-25,1461,18,0
NP,2020-04-25,49,0,1
NO,2020-04-25,7493,201,6
NL,2020-04-25,37384,4424,3
NI,2020-04-25,12,3,0
NE,2020-04-25,684,27,0
MY,2020-04-25,5742,98,139
MZ,2020-04-25,70,0,0
AU,2020-04-26,6714,83,119
AT,2020-04-26,15225,542,9
AR,2020-04-26,3780,187,27
BI,2020-04-26,11,1,0
AM,2020-04-26,1746,28,2
AL,2020-04-26,726,28,2
AO,2020-04-26,26,2,0
AZ,2020-04-26,1645,21,11
BE,2020-04-26,46134,7094,340
BB,2020-04-26,79,6,0
BD,2020-04-26,5416,145,3
BJ,2020-04-26,64,1,0
BF,2020-04-26,632,42,5
BG,2020-04-26,1300,56,3
BH,2020-04-26,2647,8,160
AG,2020-04-26,24,3,0
BA,2020-04-26,1516,59,2
AF,2020-04-26,1531,50,1
GR,2020-04-26,2517,134,19
AD,2020-04-26,738,40,1
HN,2020-04-26,627,59,0
GY,2020-04-26,74,8,0
IE,2020-04-26,19262,1087,5
ID,2020-04-26,8882,743,30
HU,2020-04-26,2500,272,16
IL,2020-04-26,15443,201,37
IN,2020-04-26,27890,882,24
HR,2020-04-26,2030,55,5
GW,2020-04-26,53,1,0
GT,2020-04-26,473,13,0
GB,2020-04-26,152840,24055,135
HT,2020-04-26,72,6,0
BN,2020-04-26,138,1,2
IQ,2020-04-26,1820,87,57
IR,2020-04-26,90481,5710,7913
IS,2020-04-26,1792,10,5
MT,2020-04-26,448,4,2
AE,2020-04-26,10349,76,38
BO,2020-04-26,866,46,0
GD,2020-04-26,18,0,0
BS,2020-04-26,80,11,0
DP,2020-04-26,712,13,587
DZ,2020-04-26,3382,425,65
EC,2020-04-26,22719,576,3
EE,2020-04-26,1643,49,4
EG,2020-04-26,4534,317,56
EH,2020-04-26,6,0,0
ER,2020-04-26,39,0,0
GQ,2020-04-26,258,1,0
ES,2020-04-26,207634,21643,2575
GN,2020-04-26,996,7,0
ET,2020-04-26,123,3,0
IT,2020-04-26,197675,26644,7024
GM,2020-04-26,10,1,0
FI,2020-04-26,4576,190,10
GH,2020-04-26,1550,11,0
FJ,2020-04-26,18,0,0
FR,2020-04-26,162220,22714,2201
GE,2020-04-26,486,6,3
GA,2020-04-26,176,3,0
DO,2020-04-26,6135,278,0
DM,2020-04-26,16,0,0
DK,2020-04-26,8773,422,15
DJ,2020-04-26,1023,2,0
BT,2020-04-26,7,0,0
BW,2020-04-26,22,1,0
BY,2020-04-26,10463,72,15
BZ,2020-04-26,18,2,0
CA,2020-04-26,46896,2662,0
CD,2020-04-26,442,28,0
CF,2020-04-26,19,0,0
CG,2020-04-26,200,6,0
CH,2020-04-26,29061,1610,131
BR,2020-04-26,61888,4205,2
CI,2020-04-26,1150,14,2
CM,2020-04-26,1621,56,2
CN,2020-04-26,83909,4636,72819
CO,2020-04-26,5142,233,3
CR,2020-04-26,695,6,2
CU,2020-04-26,1369,54,0
CV,2020-04-26,106,1,0
CY,2020-04-26,817,14,3
CZ,2020-04-26,7387,220,6
DE,2020-04-26,157495,5944,266
CL,2020-04-26,13331,189,8
JM,2020-04-26,305,7,2
